;ARTICLE_TITLE;PUBYEAR;wos
389;Dynamic consent: a patient interface for twenty-first century research networks;2015;True
390;Massively Scalable Near Duplicate Detection in Streams of Documents using MDSH;2013;True
391;The Application of Semantic-based Classification on Big Data;2014;True
392;Research on Practical Application of Big Data Mining Technology in Engineering Project Management;2015;True
393;The COMPADRE Plant Matrix Database: an open online repository for plant demography;2015;True
394;Advanced Analytics for Harnessing the Power of Smart Meter Big Data;2013;True
395;CF4BDA: A Conceptual Framework for Big Data Analytics Applications in the Cloud;2015;True
396;Study of Open Issues on Big Data Management;2014;True
397;Application of Big Data in Environmental Monitoring;2014;True
398;Planning for the Future of Epidemiology in the Era of Big Data and Precision Medicine;2015;True
399;A Fault-tolerant Strategy for Big Data of Railway Dispatching System Based on Hive;2014;True
400;An Efficient Transportation Architecture for Big Data Movement;2013;True
401;MorphStore: A Local File System for Big Data with Utility-driven Replication and Load-adaptive Access Scheduling;2014;True
402;An Architecture to Support the Collection of Big Data in the Internet of Things;2014;True
403;Spatial-Temporal Characterization of Synchrophasor Measurement Systems - A Big Data Approach for Smart Grid System Situational Awareness;2014;True
404;A Multilayer Evolutionary Homomorphic Encryption Approach for Privacy Preserving over Big Data;2013;True
405;Secure Outsourced Frequent Pattern Mining by Fully Homomorphic Encryption;2015;True
406;The analysis of big Data application mode and security risk;2015;True
407;NumaGiC: a Garbage Collector for Big Data on Big NUMA Machines;2015;True
408;Analysis of Taxi Drivers' Behaviors Within a Battle Between Two Taxi Apps;2016;True
409;Algebraic Dataflows for Big Data Analysis;2013;True
410;A weighted kernel possibilistic c-means algorithm based on cloud computing for clustering big data;2014;True
411;A Web-based Solution to Collect, Manage and Analyse Auditory Brainstem Response Data;2013;True
412;Divide-and-Conquer Anchoring for Near-separable Nonnegative Matrix Factorization and Completion in High Dimensions;2013;True
413;Traffic zone division based on big data from mobile phone base stations;2015;True
414;Wearable Monitors on Babies: Big Data Saving Little People;2013;True
415;"Between two hypes: Will ""big data"" help unravel blind spots in understanding the ""global land rush?""";2016;True
416;Approach for a Congestion Charges System Supported on Internet of Things An Efficient Approach to Vehicular Mobility for Smart Cities;2014;True
417;Addressing Big Data Challenges for Scientific Data Infrastructure;2012;True
418;"RULE OF REASON WITHOUT A RHYME: USING ""BIG DATA"" TO BETTER ANALYZE ACCOUNTABLE CARE ORGANIZATIONS UNDER THE MEDICARE SHARED SAVINGS PROGRAM";2015;True
419;Precision medicine in the age of big data: The present and future role of large-scale unbiased sequencing in drug discovery and development;2016;True
420;Interval extreme learning machine for big data based on uncertainty reduction;2015;True
421;An Effective Big Data Supervised Imbalanced Classification Approach for Ortholog Detection in Related Yeast Species;2015;True
422;Scientific big data and Digital Earth;2014;True
423;A Study of Clinical Coding Accuracy in Surgery Implications for the Use of Administrative Big Data for Outcomes Management;2015;True
424;MuR-DPA: Top-Down Levelled Multi-Replica Merkle Hash Tree Based Secure Public Auditing for Dynamic Big Data Storage on Cloud;2015;True
425;How to deal with petabytes of data: the LHC Grid project;2014;True
426;Image Clusters Based 3D Virtual Tour Schema;2014;True
427;Parallel POD Compression of Time-Varying Big Datasets Using m-Swap on the K Computer;2014;True
428;Big Data for Better Urban Life? - An Exploratory Study of Critical Urban Issues in Two Caribbean Cities: Paramaribo (Suriname) and Port of Spain (Trinidad and Tobago);2015;True
429;Big data and talent management: Using hard data to make the soft stuff easy;2015;True
430;Study on Cloud Storage based on the MapReduce for Big Data;2015;True
431;Big data revisited: a rejoinder;2015;True
432;Exploring the Use of Large Clinical Data to Inform Patients for Shared Decision Making;2013;True
433;Leveraging microblogging big data with a modified density-based clustering approach for event awareness and topic ranking;2013;True
434;Cyberinfrastructure and the Biomedical Sciences;2011;True
435;The use of big data in transfusion medicine;2015;True
436;Digging deeper into learners' experiences in MOOCs: Participation in social networks outside of MOOCs, notetaking and contexts surrounding content consumption;2015;True
437;A Spark-Based Big Data Platform for Massive Remote Sensing Data Processing;2015;True
438;Improving reliability and performances in large scale distributed applications with erasure codes and replication;2016;True
439;GreeDi: An energy efficient routing algorithm for big data on cloud;2015;True
440;The Effectiveness of Big Data in Health Care: A Systematic Review;2014;True
441;Efficient Computation of the Well-Founded Semantics over Big Data;2014;True
442;'Big data' for pedestrian volume: Exploring the use of Google Street View images for pedestrian counts;2015;True
443;Resource Management in Cloud Federation using XMPP;2014;True
444;A Cloud Service For End-user Participation Concerning The Internet Of Things;2013;True
445;Private traits and attributes are predictable from digital records of human behavior;2013;True
446;Privacy in the Digital World: Medical and Health Data Outside of HIPAA Protections;2014;True
447;Service Oriented Big Data Management for Transport;2015;True
448;Automatic hypothesis checking using eScience research infrastructures, ontologies, and linked data: a case study in climate change research;2013;True
449;Dynamic Protection for Critical Health Care Systems Using Cisco CWS;2014;True
450;Natural Language Processing and the Promise of Big Data Small Step Forward, but Many Miles to Go;2015;True
451;Massive MIMO as a Big Data System: Random Matrix Models and Testbed;2015;True
452;Cloud Computing Integrated with Testing to Ensure Quality;2016;True
453;"""Big data"" in macroeconomic forecasting: On the usefulness of knowledge discovery in databases";2004;True
454;University Presses in the Twenty-first Century: The Potential Impact of Big Data and Predictive Analytics on Scholarly Book Marketing;2015;True
455;Visualisation tools for understanding big data;2012;True
456;Bootstrap Confidence Intervals for Large-scale Multivariate Monotonic Regression Problems;2016;True
457;Images of Imaging: How to Process and Display Imaging Utilization for Large Populations;2015;True
458;The National Cancer Informatics Program (NCIP) Annotation and Image Markup (AIM) Foundation Model;2014;True
459;CLOUDY CLOUDS;2014;True
460;Leverage RAF to find domain experts on research social network services: A big data analytics methodology with MapReduce framework;2015;True
461;Effective Interpretation of Bucket Testing Results through Big Data Analytics;2013;True
462;The Promise and Potential of Big Data: A Case for Discovery Informatics;2014;True
463;Network security management with traffic pattern clustering;2014;True
464;Parallelization with Multiplicative Algorithms for Big Data Mining;2012;True
465;Betweenness versus Linerank;2015;True
466;Internet of Things in Industries: A Survey;2014;True
467;Coordinated Control of Traffic Flow in Complex-Arterial Networks Under The Big Data Background;2014;True
468;Starting with Universe: Buckminster Fuller's Design Science Now;2015;True
469;PREDICTIVE ANALYTICS WITH AVIATION BIG DATA;2013;True
470;Microbial metagenomics of oil sands tailings ponds: small bugs, big data;2015;True
471;Anomaly detection in big data from UWB radars;2015;True
472;PVT: An Efficient Computational Procedure to Speed up Next-generation Sequence Analysis;2014;True
473;The Accurate Marketing System Design Based on Data Mining Technology: A New Approach;2015;True
474;An Iterative Hierarchical Key Exchange Scheme for Secure Scheduling of Big Data Applications in Cloud Computing;2013;True
475;BIG DATA CHALLENGES FOR HUMAN RESOURCES MANAGEMENT;2015;True
476;Accidental, open and everywhere: Emerging data sources for the understanding of cities;2014;True
477;Countering the Concept-drift Problem in Big Data Using iOVFDT;2013;True
478;Creating knowledge databases for storing and sharing people knowledge automatically using group decision making and fuzzy ontologies;2016;True
479;On the model design of integrated intelligent big data analytics systems;2015;True
480;Advertisement Posting based on Consumer Behavior;2015;True
481;The Evaluation Method of Equipment System of Systems Based on Big Data Analysis;2015;True
482;A game-based platform for crowd-sourcing biomedical image diagnosis and standardized remote training and education of diagnosticians;2015;True
483;A systematic method to create search strategies for emerging technologies based on the Web of Science: illustrated for 'Big Data';2015;True
484;Spatial and temporal epidemiological analysis in the Big Data era;2015;True
485;Comparing Rural and Urban Social and Economic Behavior in Uganda: Insights from Mobile Voice Service Usage;2014;True
486;MOOCs as a massive research laboratory: opportunities and challenges;2015;True
487;Operational Realities in the Postanesthesia Care Unit: Staffing and Monitoring for Safe Postoperative Care;2014;True
488;Networking Research Activities at Fermilab for Big Data Analysis;2012;True
