;ARTICLE_TITLE
451;Big Data in Chemical Toxicity Research: The Use of High-Throughput Screening Assays To Identify Potential Toxicants
452;Data quality for data science, predictive analytics, and big data in supply chain management: An introduction to the problem and suggestions for research and applications
453;Systematization of the Protein Sequence Diversity in Enzymes Related to Secondary Metabolic Pathways in Plants, in the Context of Big Data Biology Inspired by the KNApSAcK Motorcycle Database
454;Crossing the qualitative-quantitative chasm III: Enduring methods, open geography, participatory research, and the fourth paradigm
455;Beyond Data and Analysis
456;"Enhancing the ""Think Loop Process"" with Consistent Interactions"
457;Rationale and Design of the Henry Ford ExercIse Testing Project (The FIT Project)
458;Prediction of incident hypertension. Health implications of data mining in the 'Big Data'era
459;Trawling in the Sea of the Great Unread: Sub-corpus topic modeling and Humanities research
460;Publication and consumption of caBIG data services using .NET
461;Supporting set-valued joins in NoSQL using Map Reduce
462;Electronic health records: current and future use
463;Internet Privacy Database A solution to the disorganization of today's internet laws
464;Big Data Analytics in Immunology: A Knowledge-Based Approach
465;Nonparametric label propagation using mutual local similarity in nearest neighbors
466;A Holistic View of Big Data
467;Big Data Sensing Information Processing Platform for Intelligent Traffic
468;Data Mining Difference in the Age of Big Data: Communication and the Social Shaping of Genome Technologies from 1998 to 2007
469;A k-anonymity Method based on SEM (Search Engine Marketing) Price of Personal Information
470;Pipelined HAC Estimation Engines for Multivariate Time Series
471;Integration of data in biosciences
472;Comparative effectiveness research and big data: balancing potential with legal and ethical considerations
473;Using Electronic Health Records for Surgical Quality Improvement in the Era of Big Data
474;Heart beats in the cloud: distributed analysis of electrophysiological 'Big Data' using cloud computing for epilepsy clinical research
475;Swarm Intelligence in Big Data Analytics
476;Big Data Opportunities and Challenges: Discussions from Data Analytics Perspectives
477;Analyzing Big Data with the Hybrid Interval Regression Methods
478;Social Intelligence and Technology
479;Big Data and Pharmacovigilance: Using Health Information Exchanges to Revolutionize Drug Safety
480;Synthetic DNA The next generation of big data storage
481;Convex Optimization for Big Data
482;Correlation-based Performance Analysis for Full-System MapReduce Optimization
483;New Techniques in Large Scale Metrology Toolset Data Mining to Accelerate Integrated Chip Technology Development and Increase Manufacturing Efficiencies
484;Smart Access to Big Data Storage - Android Multi-language Offline Dictionary Application
485;Security Analytics: Big Data Analytics for Cybersecurity
486;The coming age of data-driven medicine: translational bioinformatics' next frontier
487;Catching the Wave: Big Data in the Classroom
488;Practicing Pathology in the Era of Big Data and Personalized Medicine
489;Meta-Analysis and Other Approaches for Synthesizing Structured and Unstructured Data in Plant Pathology
490;Smart M2M Data Filtering using Domain-specific Thresholds in Domain-agnostic Platforms
491;Gas Emergence Big Data and Neural Network Filter
492;What Makes Paris Look like Paris?
493;Trustworthy reuse of health data: A transnational perspective
494;Role of big data in reducing the bias of a cohort study
495;SENSOR WEB EVENT DETECTION AND GEOPROCESSING OVER BIG DATA
496;Online Association Rule Mining over Fast Data
497;Decision Support with Big Data: A Case Study in the Hospitality Industry
498;WAN Optimization Tools, Techniques and Research Issues for Cloud-based Big Data Analytics
499;A MapReduce Telecommunication Data Center Analysis Model
500;Twitter publics: how online political communities signaled electoral outcomes in the 2010 US house election
501;How to send a Self-destructing Email
502;Crowd-sourced BioGames: managing the big data problem for next-generation lab-on-a-chip platforms
503;Ontology for Big Systems: The Ontology Summit 2012 Communique
504;Research on information security issues facing the era of big data
505;Implementing Soft Fusion
506;Future mobile access for open-data platforms and the BBC-DaaS system
507;Coming into Focus Computational Pathology as the New Big Data Microscope
508;Multi-strategy Based Sina Microblog Data Acquisition for Opinion Mining
509;Big Data in Neonatal Intensive Care
510;Cultivation of Innovation Talents of Information Technology in the New Era of Big Data
511;Individualizing Care for Ovarian Cancer Patients Using Big data
512;Management and preservation of genome research data
513;GPU-Accelerated Incremental Correlation Clustering of Large Data with Visual Feedback
514;LIBOL: A Library for Online Learning Algorithms
515;Operational research from Taylorism to Terabytes: A research agenda for the analytics age
516;MaRDiGraS: Simplified Building of Reachability Graphs on Large Clusters
517;Efficient Streaming Detection of Hidden Clusters in Big Data Using Subspace Stream Clustering
518;Advances in data-intensive modelling and simulation
519;Everything is illuminated: What big data can tell us about teacher commentary
520;Towards Model-Driven Engineering for Big Data Analytics - An Exploratory Analysis of Domain-Specific Languages for Machine Learning
521;Reading the riots on Twitter: methodological innovation for the analysis of big data
522;"The future of consumer data protection in the EU Re-thinking the ""notice and consent"" paradigm in the new era of predictive analytics"
523;Information Governance, Big Data and Data Quality
524;Efficient Computation of the Well-Founded Semantics over Big Data
525;CroTIS - Crowdsourcing based Traffic Information System
526;Visual Analytics for Big Data using R
527;Research on IOT Based Special Supply Mode of Agricultural Products
528;The Family of MapReduce and Large-Scale Data Processing Systems
529;Role of big data in the early detection of Ebola and other emerging infectious diseases
530;An Interdisciplinary Opportunity for Information Systems Research
531;A Software Framework for Efficient IoT Contexts Acquisition and Big Data Analytics
532;The Other Side of the Broken Window: A Methodology that Translates Building Permits into an Ecometric of Investment by Community Members
533;Behavior Signature for Big Data Traffic Identification
534;The Big Data Processing Algorithm for Water Environment Monitoring of the Three Gorges Reservoir Area
535;Big Data for Policy Analysis: The Good, The Bad, and The Ugly
536;The emergent role of metabolic phenotyping in dynamic patient stratification
537;Message Oriented Middleware Data Processing Model In Internet of Things
538;Big Microdata for Population Research
539;Enabling e-services based on affective exergaming, social media and the semantic web: a multitude of projects serving the citizen-centric vision for ICT in support of pHealth
540;Detecting Malicious Domains via Graph Inference
541;What can big data and text analytics tell us about hotel guest experience and satisfaction?
542;A Bloat-Aware Design for Big Data Applications
543;Big Data-Conceptual Modeling to the Rescue
544;Multiple Self-Controlled Case Series for Large-Scale Longitudinal Observational Databases
545;Segmented Analysis for Reducing Data Movement
546;An economic approach to big data in a minority language
547;"Human neuroimaging as a ""Big Data"" science"
548;Humanities 'Big Data' Myths, challenges, and lessons
549;Sequence analysis by iterated maps, a review
550;Big Spatial Data Mining
551;Depth-Based Outlier Detection Algorithm
552;Dynamic occupancy models for analyzing species' range dynamics across large geographic scales
553;Work in Progress - In-Memory Analysis for Healthcare Big Data
554;Toward an Ecosystem for Precision Sharing of Segmented Big Data
555;Sustainable revenue management: A smart card enabled agent-based modeling approach
556;Taming Uncertainty in Big Data Evidence from Social Media in Urban Areas
557;BIG DATA AND LEGAL REGULATION
558;InnoVision's Focus Areas for Motion Imagery Research and Development
559;GATECloud.net: a platform for large-scale, open-source text processing on the cloud
560;Exploring Similarity Improving Product Search with Parallel Coordinates
561;Study of CDR Real-time Query Based on Big Data Technologies
562;BEYOND BIG DATA?
563;Big Data Search for Environmental Telemetry
564;University Presses in the Twenty-first Century: The Potential Impact of Big Data and Predictive Analytics on Scholarly Book Marketing
565;Populating Entity Name Systems for Big Data Integration
566;RABID : A Distributed Parallel R for Large Datasets
567;Knowle: A semantic link network based system for organizing large scale online news events
568;BIG Work in Progress: Big Data Public Private Forum and Public Sector
569;Inside the Data Spectacle
570;A Cross-Simulation Method for Large-Scale Traffic Evacuation with Big Data
571;Designing Smart Cities: Security Issues
572;Big Data Technology and University General Education
573;Research on Big Data Curriculum System and Specialty Construct at Home and Abroad
574;Approach for a Congestion Charges System Supported on Internet of Things An Efficient Approach to Vehicular Mobility for Smart Cities
