;ARTICLE_TITLE;PUBYEAR;scopus
445;Discovering the language of data: Personal pattern languages and the social construction of meaning from big data;2015;True
446;Using adaptive resource allocation to implement an elastic MapReduce framework;2016;True
447;Is Apache Spark scalable to seismic data analytics and computations?;2015;True
448;Real time monitoring and analysis of available bandwidth in cellular network-using big data analytics;2015;True
449;Big data & inductive theory development: Towards computational Grounded Theory?;2014;True
450;Harnessing modern web application technology to create intuitive and efficient data visualization and sharing tools;2014;True
451;Online reconstruction from big data via compressive censoring;2014;True
452;The evaluation of the public opinion - A case study: MERS-CoV infection virus in KSA;2014;True
453;Building Software for the Internet of Things;2015;True
454;Guangzhou smart city construction and big data research;2015;True
455;Big data: Large-scale historical infrastructure from the Minnesota Population Center;2011;True
456;Using pattern-models to guide SSD deployment for Big Data applications in HPC systems;2013;True
457;Enterprise Search with Development for Network Management System;2015;True
458;Modeling genomic regulatory networks with big data;2014;True
459;The opportunities and challenges of complex networks research;2014;True
460;Knowledge cubes - A proposal for scalable and semantically-guided management of Big Data;2013;True
461;Automating Open Science for Big Data;2015;True
462;Research on indexing for cloud data management;2015;True
463;Big data infrastructure for aviation data analytics;2015;True
464;Novel approach to big data collaboration with network operators network function virtualisation (NFV);2015;True
465;A review on crowd sourcing Geo-Social related big data approaches as solution to transportation problem;2014;True
466;Semantic mapping relational to graph model;2015;True
467;SH-CRAN: Hierarchical framework to support mobile big data computing in a secure manner;2015;True
468;Towards Use and Reuse Driven Big Data Management;2015;True
469;Mauritius ehealth - Trust in the healthcare revolution;2016;True
470;Real-time big data analytics: Applications and challenges;2014;True
471;Temporal Multiple Correspondence Analysis for Big Data Mining in Soccer Videos;2015;True
472;Designing a Subscription Service for Earthquake Big Data Analysis from Multiple Sources;2016;True
473;Big data modeling and analysis of microblog ecosystem;2014;True
474;Tuple MapReduce and Pangool: an associated implementation;2014;True
475;Big data as complementary audit evidence;2015;True
476;A new approach to the massive processing of satellite images;2015;True
477;A multidimensional data model for TPC-DS benchmarking;2013;True
478;Non-linear prediction over time-based big data application;2014;True
479;Enhancing user privacy for personalized web search in big data;2014;True
480;Big data needn't be a big headache: How to tackle mind-blowing amounts of information;2012;True
481;A MapReduce approach for SIFT feature extraction;2013;True
482;Psychological profiling as an investigative tool for digital forensics;2015;True
483;Harvesting Big Data in social science: A methodological approach for collecting online user-generated content;2016;True
484;An enforcement of real time scheduling in Spark Streaming;2016;True
485;A big data processing platform for medical records in cloud;2015;True
486;Tree Matching Using Data Shaping;2015;True
487;Computation of cores in big datasets: An FPGA approach;2015;True
488;The NIH BD2K center for big data in translational genomics;2015;True
489;A multi-GPU implementation of apriori algorithm for mining association rules in medical data;2015;True
490;Accident Black Spot Identification and Verification through Social Media;2016;True
491;Design and implementation of deep web customized focused web crawler;2014;True
492;Navigating a robot through big visual sensory data;2015;True
493;Applications of big data to smart cities;2015;True
494;Using big geospatial data for fast flood detection: Developments from the IQmulus project;2015;True
495;A nested hierarchy of dynamically evolving clouds for big data structuring and searching;2015;True
496;Building the multidimensional semantic index of webpages for facet extraction;2015;True
497;Fast efficient and scalable Core Consistency Diagnostic for the parafac decomposition for big sparse tensors;2015;True
498;Chances and challenges confronting securities industry and the countermeasures in big data and cloud computing era;2014;True
499;KnowEnG: A knowledge engine for genomics;2015;True
500;On a Hadoop-based analytics service system;2015;True
501;Using big data for evidence based governance in child welfare;2015;True
502;Using extreme learning machine for intrusion detection in a big data environment;2014;True
503;Development of the information analysis system WISDOM;2012;True
504;Automatic classification of climate change effects on marine species distributions in 2050 using the AquaMaps model;2016;True
505;Prospects for using of data centers in solution of problems of mathematical biology and bioinformatics;2015;True
506;Environmental performance evaluation with big data: theories and methods;2016;True
507;Research on Big Data Cyber-Traffic Systems and Applications;2015;True
