;PUBYEAR;CLASSIFICATION;DOI;ARTICLE_TITLE;AUTHOR_CNT;REF_CNT;COUNTRY_CNT;INST_CNT;CIT_CNT;KEYWORD
507;2015;Computer Science, Hardware & Architecture;10.1109/MC.2015.25;Second-Generation Big Data Systems;3.0;3.0;1.0;1.0;0.0;big data
508;2015;Computer Science, Software Engineering;10.1109/MC.2015.25;Second-Generation Big Data Systems;3.0;3.0;1.0;1.0;0.0;big data
509;2014;Multidisciplinary Sciences;10.1007/s11434-014-0352-0;Warped time lens in temporal imaging for optical real-time data compression;2.0;33.0;1.0;1.0;1.0;big data
510;2015;Public, Environmental & Occupational Health;10.1016/j.ypmed.2014.11.002;"A ""big data"" approach to HIV epidemiology and prevention Commentary";1.0;19.0;1.0;1.0;0.0;big data
511;2015;Medicine, General & Internal;10.1016/j.ypmed.2014.11.002;"A ""big data"" approach to HIV epidemiology and prevention Commentary";1.0;19.0;1.0;1.0;0.0;big data
512;2013;Computer Science, Software Engineering;;An Item based Geo-Recommender System Inspired by Artificial Immune Algorithms;4.0;26.0;1.0;1.0;0.0;big data
513;2013;Computer Science, Theory & Methods;;An Item based Geo-Recommender System Inspired by Artificial Immune Algorithms;4.0;26.0;1.0;1.0;0.0;big data
514;2014;Computer Science, Interdisciplinary Applications;10.1007/s11192-014-1417-1;Investigating the integrated landscape of the intellectual topology of bioinformatics;3.0;62.0;2.0;2.0;0.0;big data
515;2014;Information Science & Library Science;10.1007/s11192-014-1417-1;Investigating the integrated landscape of the intellectual topology of bioinformatics;3.0;62.0;2.0;2.0;0.0;big data
516;2014;Neuroimaging;10.1007/s11682-013-9248-x;The perfect neuroimaging-genetics-computation storm: collision of petabytes of data, millions of hardware devices and thousands of software tools;18.0;132.0;2.0;8.0;2.0;big data
517;2014;Public, Environmental & Occupational Health;10.1016/j.ypmed.2014.01.024;Methods of using real-time social media technologies for detection and remote monitoring of HIV outcomes;3.0;17.0;1.0;2.0;3.0;big data
518;2014;Medicine, General & Internal;10.1016/j.ypmed.2014.01.024;Methods of using real-time social media technologies for detection and remote monitoring of HIV outcomes;3.0;17.0;1.0;2.0;3.0;big data
519;2013;Infectious Diseases;10.1186/1471-2334-13-386;Novel bioinformatics strategies for prediction of directional sequence changes in influenza virus genomes and for surveillance of potentially hazardous strains;5.0;27.0;1.0;2.0;1.0;big data
520;2015;Public, Environmental & Occupational Health;10.1007/s10464-014-9685-8;The Other Side of the Broken Window: A Methodology that Translates Building Permits into an Ecometric of Investment by Community Members;2.0;42.0;1.0;3.0;0.0;big data
521;2015;Psychology, Multidisciplinary;10.1007/s10464-014-9685-8;The Other Side of the Broken Window: A Methodology that Translates Building Permits into an Ecometric of Investment by Community Members;2.0;42.0;1.0;3.0;0.0;big data
522;2015;Social Work;10.1007/s10464-014-9685-8;The Other Side of the Broken Window: A Methodology that Translates Building Permits into an Ecometric of Investment by Community Members;2.0;42.0;1.0;3.0;0.0;big data
523;2015;Plant Sciences;10.1093/jxb/eru402;A meeting report from the 2013 GARNet workshop, Data mining with iPlant;5.0;8.0;2.0;3.0;0.0;big data
524;2014;Computer Science, Artificial Intelligence;10.1007/s00500-013-1218-0;Network security management with traffic pattern clustering;3.0;18.0;1.0;1.0;1.0;big data
525;2014;Computer Science, Interdisciplinary Applications;10.1007/s00500-013-1218-0;Network security management with traffic pattern clustering;3.0;18.0;1.0;1.0;1.0;big data
526;2014;Geography;10.1016/j.geoforum.2014.01.006;Mapping the data shadows of Hurricane Sandy: Uncovering the sociospatial dimensions of 'big data';4.0;60.0;2.0;3.0;1.0;big data
527;2014;Engineering, Electrical & Electronic;10.1016/j.epsr.2014.06.005;A distributed data storage and processing framework for next-generation residential distribution systems;4.0;27.0;1.0;1.0;0.0;big data
528;2013;Engineering, Electrical & Electronic;10.1186/1687-1499-2013-269;Statistical wavelet-based anomaly detection in big data with compressive sensing;5.0;28.0;1.0;1.0;2.0;big data
529;2013;Telecommunications;10.1186/1687-1499-2013-269;Statistical wavelet-based anomaly detection in big data with compressive sensing;5.0;28.0;1.0;1.0;2.0;big data
530;2015;Computer Science, Interdisciplinary Applications;10.1016/j.simpat.2014.05.009;Mobile storage augmentation in mobile cloud computing: Taxonomy, approaches, and open issues;3.0;60.0;1.0;1.0;1.0;big data
531;2015;Computer Science, Software Engineering;10.1016/j.simpat.2014.05.009;Mobile storage augmentation in mobile cloud computing: Taxonomy, approaches, and open issues;3.0;60.0;1.0;1.0;1.0;big data
532;2014;Computer Science, Theory & Methods;10.1016/j.future.2013.12.020;Pareto frontier for job execution and data transfer time in hybrid clouds;4.0;32.0;2.0;3.0;1.0;big data
533;2014;Computer Science, Hardware & Architecture;10.1016/j.jcss.2014.04.022;A spatiotemporal compression based approach for efficient big data processing on Cloud;7.0;27.0;2.0;4.0;1.0;big data
534;2014;Computer Science, Theory & Methods;10.1016/j.jcss.2014.04.022;A spatiotemporal compression based approach for efficient big data processing on Cloud;7.0;27.0;2.0;4.0;1.0;big data
535;2015;Computer Science, Artificial Intelligence;10.1016/j.cviu.2014.06.005;Nonparametric label propagation using mutual local similarity in nearest neighbors;4.0;67.0;1.0;1.0;0.0;big data
536;2015;Engineering, Electrical & Electronic;10.1016/j.cviu.2014.06.005;Nonparametric label propagation using mutual local similarity in nearest neighbors;4.0;67.0;1.0;1.0;0.0;big data
537;2015;Computer Science, Artificial Intelligence;10.1016/j.knosys.2014.09.001;Hierarchical attribute reduction algorithms for big data using MapReduce;5.0;48.0;1.0;3.0;0.0;big data
538;2015;Psychology, Experimental;10.1016/j.cognition.2014.11.026;Manifesto for a new (computational) cognitive revolution;1.0;26.0;1.0;1.0;0.0;big data
539;2014;Business;10.1016/j.techfore.2013.10.026;"The strategic prototype ""crime-sourcing"" and the science/science fiction behind it";2.0;29.0;2.0;2.0;0.0;big data
540;2014;Planning & Development;10.1016/j.techfore.2013.10.026;"The strategic prototype ""crime-sourcing"" and the science/science fiction behind it";2.0;29.0;2.0;2.0;0.0;big data
541;2014;Biochemical Research Methods;10.1016/j.jneumeth.2014.08.001;Visualization and unsupervised predictive clustering of high-dimensional multimodal neuroimaging data;3.0;63.0;1.0;2.0;0.0;big data
542;2014;Neurosciences;10.1016/j.jneumeth.2014.08.001;Visualization and unsupervised predictive clustering of high-dimensional multimodal neuroimaging data;3.0;63.0;1.0;2.0;0.0;big data
543;2013;Law;10.1016/j.clsr.2013.07.007;"Is ""Big Data"" creepy?";2.0;15.0;1.0;1.0;2.0;big data
544;2014;Biochemical Research Methods;10.1186/1471-2105-15-167;PVT: An Efficient Computational Procedure to Speed up Next-generation Sequence Analysis;5.0;25.0;1.0;3.0;0.0;big data
545;2014;Biotechnology & Applied Microbiology;10.1186/1471-2105-15-167;PVT: An Efficient Computational Procedure to Speed up Next-generation Sequence Analysis;5.0;25.0;1.0;3.0;0.0;big data
546;2014;Mathematical & Computational Biology;10.1186/1471-2105-15-167;PVT: An Efficient Computational Procedure to Speed up Next-generation Sequence Analysis;5.0;25.0;1.0;3.0;0.0;big data
547;2014;Engineering, Electrical & Electronic;10.1186/1687-6180-2014-1;Throat polyp detection based on compressed big data of voice with support vector machine algorithm;4.0;23.0;1.0;2.0;0.0;big data
548;2014;Nursing;10.1016/j.out1ook.2014.07.002;A systems science approach to fatigue management in research and health care;3.0;53.0;1.0;2.0;1.0;big data
549;2014;Computer Science, Information Systems;10.6138/JIT.2014.15.6.06;A Software Framework for Efficient IoT Contexts Acquisition and Big Data Analytics;3.0;26.0;1.0;1.0;0.0;big data
550;2014;Telecommunications;10.6138/JIT.2014.15.6.06;A Software Framework for Efficient IoT Contexts Acquisition and Big Data Analytics;3.0;26.0;1.0;1.0;0.0;big data
551;2014;Neurosciences;10.1016/j.neuroimage.2014.07.051;Group-PCA for very large fMRI datasets;5.0;9.0;4.0;4.0;2.0;big data
552;2014;Neuroimaging;10.1016/j.neuroimage.2014.07.051;Group-PCA for very large fMRI datasets;5.0;9.0;4.0;4.0;2.0;big data
553;2014;Radiology, Nuclear Medicine & Medical Imaging;10.1016/j.neuroimage.2014.07.051;Group-PCA for very large fMRI datasets;5.0;9.0;4.0;4.0;2.0;big data
554;2014;Radiology, Nuclear Medicine & Medical Imaging;10.1007/s10278-014-9710-3;The National Cancer Informatics Program (NCIP) Annotation and Image Markup (AIM) Foundation Model;4.0;13.0;1.0;2.0;0.0;big data
555;2013;Computer Science, Artificial Intelligence;10.1016/j.eswa.2012.08.073;Behavior scoring model for coalition loyalty programs by using summary variables of transaction data;3.0;48.0;1.0;1.0;3.0;big data
556;2013;Engineering, Electrical & Electronic;10.1016/j.eswa.2012.08.073;Behavior scoring model for coalition loyalty programs by using summary variables of transaction data;3.0;48.0;1.0;1.0;3.0;big data
557;2013;Operations Research & Management Science;10.1016/j.eswa.2012.08.073;Behavior scoring model for coalition loyalty programs by using summary variables of transaction data;3.0;48.0;1.0;1.0;3.0;big data
558;2014;Cardiac & Cardiovascular System;10.1177/2047487314552755;Data-driven healthcare: from patterns to actions;2.0;6.0;1.0;2.0;0.0;big data
559;2014;Computer Science, Hardware & Architecture;10.1016/j.jcss.2014.02.007;A hybrid approach for scalable sub-tree anonymization over big data using Map Reduce on cloud;6.0;29.0;2.0;3.0;2.0;big data
560;2014;Computer Science, Theory & Methods;10.1016/j.jcss.2014.02.007;A hybrid approach for scalable sub-tree anonymization over big data using Map Reduce on cloud;6.0;29.0;2.0;3.0;2.0;big data
561;2014;Microbiology;10.4467/16890027AP.14.011.1448;Helping Protists to Find Their Place in a Big Data World;1.0;77.0;1.0;1.0;1.0;big data
562;2014;Chemistry, Multidisciplinary;10.1186/1758-2946-6-33;"In Silico target fishing: addressing a ""Big Data"" problem by ligand-based similarity rankings with data fusion";10.0;47.0;1.0;2.0;0.0;big data
563;2014;Computer Science, Information Systems;10.1186/1758-2946-6-33;"In Silico target fishing: addressing a ""Big Data"" problem by ligand-based similarity rankings with data fusion";10.0;47.0;1.0;2.0;0.0;big data
564;2014;Computer Science, Interdisciplinary Applications;10.1186/1758-2946-6-33;"In Silico target fishing: addressing a ""Big Data"" problem by ligand-based similarity rankings with data fusion";10.0;47.0;1.0;2.0;0.0;big data
565;2014;Law;10.1016/j.clsr.2014.09.001;Identity crisis: Global challenges of identity protection in a networked world;2.0;53.0;1.0;1.0;0.0;big data
566;2015;Computer Science, Artificial Intelligence;10.1016/j.knosys.2014.10.004;Particle Swarm Optimization based dictionary learning for remote sensing big data;7.0;35.0;3.0;6.0;0.0;big data
567;2014;Computer Science, Information Systems;10.1007/s12599-014-0345-1;An Interdisciplinary Opportunity for Information Systems Research;7.0;42.0;1.0;3.0;0.0;big data
568;2014;Business;10.1016/j.emj.2013.12.001;Challenges and solutions for marketing in a digital era;4.0;84.0;3.0;3.0;3.0;big data
569;2014;Management;10.1016/j.emj.2013.12.001;Challenges and solutions for marketing in a digital era;4.0;84.0;3.0;3.0;3.0;big data
570;2014;Communication;;Living on Fumes: Digital Footprints, Data Fumes, and the Limitations of Spatial Big Data;1.0;62.0;1.0;1.0;0.0;big data
571;2014;Law;10.1016/j.clsr.2014.01.007;The 2013 CLSR-LSPI seminar on electronic identity: The global challenge - Presented at the 8th International Conference on Legal, Security and Privacy issues in IT Law (LSPI) November 11-15, 2013, Tilleke & Gibbins International Ltd., Bangkok, Thailand;1.0;18.0;0.0;0.0;0.0;big data
572;2015;Computer Science, Theory & Methods;10.1016/j.future.2014.08.011;A self-adaptive scheduling algorithm for reduce start time;5.0;31.0;2.0;2.0;0.0;big data
573;2015;Computer Science, Artificial Intelligence;10.1080/18756891.2015.1017377;A MapReduce Approach to Address Big Data Classification Problems Based on the Fusion of Linguistic Fuzzy Rules;4.0;18.0;1.0;1.0;0.0;big data
574;2015;Computer Science, Interdisciplinary Applications;10.1080/18756891.2015.1017377;A MapReduce Approach to Address Big Data Classification Problems Based on the Fusion of Linguistic Fuzzy Rules;4.0;18.0;1.0;1.0;0.0;big data
575;2013;Computer Science, Theory & Methods;10.1016/j.parco.2013.08.010;MRO-MPI: MapReduce overlapping using MPI and an optimized data exchange policy;2.0;31.0;1.0;1.0;3.0;big data
576;2015;Computer Science, Theory & Methods;10.1016/j.future.2014.06.009;A task-level adaptive Map Reduce framework for real-time streaming data in healthcare applications;5.0;19.0;2.0;6.0;0.0;big data
577;2014;Integrative & Complementary Medicine;;"Similarities between ""Big Data"" and Traditional Chinese Medicine information";3.0;13.0;1.0;1.0;0.0;big data
578;2014;Computer Science, Artificial Intelligence;10.1016/j.patcog.2013.09.006;Separability versus prototypicality in handwritten word-image retrieval;2.0;24.0;1.0;1.0;0.0;big data
579;2014;Engineering, Electrical & Electronic;10.1016/j.patcog.2013.09.006;Separability versus prototypicality in handwritten word-image retrieval;2.0;24.0;1.0;1.0;0.0;big data
580;2014;Computer Science, Information Systems;10.1007/s10922-013-9285-1;Network Load Predictions Based on Big Data and the Utilization of Self-Organizing Maps;4.0;24.0;1.0;1.0;0.0;big data
581;2014;Telecommunications;10.1007/s10922-013-9285-1;Network Load Predictions Based on Big Data and the Utilization of Self-Organizing Maps;4.0;24.0;1.0;1.0;0.0;big data
582;2014;Endocrinology & Metabolism;10.1016/j.diabres.2014.03.010;Relationship between Hb and HbA1c in Japanese adults: An analysis of the 2009 Japan Society of Ningen Dock database;3.0;13.0;1.0;2.0;0.0;big data
583;2014;Multidisciplinary Sciences;10.1007/s11434-014-0573-2;Big data analysis of the human brain's functional interactions based on fMRI;3.0;68.0;1.0;1.0;1.0;big data
584;2014;Health Care Sciences & Services;10.2217/CER.14.2;Big data, advanced analytics and the future of comparative effectiveness research;2.0;18.0;1.0;1.0;3.0;big data
585;2014;Computer Science, Theory & Methods;10.1109/TPDS.2013.191;Authorized Public Auditing of Dynamic Big Data Storage on Cloud with Efficient Verifiable Fine-Grained Updates;7.0;25.0;3.0;5.0;2.0;big data
586;2014;Engineering, Electrical & Electronic;10.1109/TPDS.2013.191;Authorized Public Auditing of Dynamic Big Data Storage on Cloud with Efficient Verifiable Fine-Grained Updates;7.0;25.0;3.0;5.0;2.0;big data
587;2013;Cardiac & Cardiovascular System;10.1016/j.jcmg.2013.09.003;Intelligent Platforms for Disease Assessment Novel Approaches in Functional Echocardiography;1.0;20.0;1.0;1.0;0.0;big data
588;2013;Radiology, Nuclear Medicine & Medical Imaging;10.1016/j.jcmg.2013.09.003;Intelligent Platforms for Disease Assessment Novel Approaches in Functional Echocardiography;1.0;20.0;1.0;1.0;0.0;big data
589;2014;Information Science & Library Science;10.1080/01972243.2013.873748;What Is the Content of the World's Technologically Mediated Information and Communication Capacity: How Much Text, Image, Audio, and Video?;1.0;91.0;2.0;2.0;0.0;big data
590;2014;Biology;10.1093/biosci/biu098;On Theory in Ecology;16.0;78.0;5.0;18.0;2.0;big data
591;2015;Pharmacology & Pharmacy;10.2217/PME.14.73;10 years of personalizing medicine: how the incorporation of genomic information is changing practice and policy;1.0;16.0;1.0;1.0;0.0;big data
592;2014;Engineering, Electrical & Electronic;10.1109/JPROC.2014.2306253;Adaptive Networks;1.0;178.0;1.0;1.0;8.0;big data
593;2013;Computer Science, Information Systems;10.2753/MIS0742-1222300306;The Information Artifact in IT Governance: Toward a Theory of Information Governance;3.0;57.0;2.0;5.0;3.0;big data
594;2013;Information Science & Library Science;10.2753/MIS0742-1222300306;The Information Artifact in IT Governance: Toward a Theory of Information Governance;3.0;57.0;2.0;5.0;3.0;big data
595;2013;Management;10.2753/MIS0742-1222300306;The Information Artifact in IT Governance: Toward a Theory of Information Governance;3.0;57.0;2.0;5.0;3.0;big data
596;2014;Economics;10.1142/S0217590814500283;INTO THE AGE OF NON-ECONOMICS;1.0;54.0;2.0;2.0;0.0;big data
597;2015;Communication;10.1080/1369118X.2015.1008543;Bigger sociological imaginations: framing big social data theory and methods;1.0;45.0;1.0;1.0;1.0;big data
598;2015;Sociology;10.1080/1369118X.2015.1008543;Bigger sociological imaginations: framing big social data theory and methods;1.0;45.0;1.0;1.0;1.0;big data
599;2013;Computer Science, Information Systems;10.1007/s11704-013-3903-7;Big data challenge: a data management perspective;7.0;34.0;1.0;1.0;1.0;big data
600;2013;Computer Science, Software Engineering;10.1007/s11704-013-3903-7;Big data challenge: a data management perspective;7.0;34.0;1.0;1.0;1.0;big data
601;2013;Computer Science, Theory & Methods;10.1007/s11704-013-3903-7;Big data challenge: a data management perspective;7.0;34.0;1.0;1.0;1.0;big data
602;2012;Mathematical & Computational Biology;10.3389/fninf.2012.00017;EEGVIS: a MATLAB toolbox for browsing, exploring, and viewing large datasets;1.0;8.0;1.0;1.0;1.0;big data
603;2012;Neurosciences;10.3389/fninf.2012.00017;EEGVIS: a MATLAB toolbox for browsing, exploring, and viewing large datasets;1.0;8.0;1.0;1.0;1.0;big data
604;2014;Computer Science, Information Systems;10.1109/MITP.2014.90;Elucidating the Cloud Enterprise Architecture for Smarter Enterprises;1.0;3.0;1.0;1.0;0.0;big data
605;2014;Computer Science, Software Engineering;10.1109/MITP.2014.90;Elucidating the Cloud Enterprise Architecture for Smarter Enterprises;1.0;3.0;1.0;1.0;0.0;big data
606;2014;Telecommunications;10.1109/MITP.2014.90;Elucidating the Cloud Enterprise Architecture for Smarter Enterprises;1.0;3.0;1.0;1.0;0.0;big data
607;2015;Humanities, Multidisciplinary;10.3138/jsp.46.2.01;University Presses in the Twenty-first Century: The Potential Impact of Big Data and Predictive Analytics on Scholarly Book Marketing;2.0;114.0;1.0;2.0;0.0;big data
608;2015;Information Science & Library Science;10.3138/jsp.46.2.01;University Presses in the Twenty-first Century: The Potential Impact of Big Data and Predictive Analytics on Scholarly Book Marketing;2.0;114.0;1.0;2.0;0.0;big data
609;2014;Genetics & Heredity;10.1093/dnares/dsu012;Evolutionary Changes in Vertebrate Genome Signatures with Special Focus on Coelacanth;6.0;31.0;2.0;4.0;0.0;big data
610;2014;Engineering, Manufacturing;10.1111/poms.12046;Clickstream Data and Inventory Management: Model and Empirical Analysis;2.0;35.0;2.0;2.0;1.0;big data
611;2014;Operations Research & Management Science;10.1111/poms.12046;Clickstream Data and Inventory Management: Model and Empirical Analysis;2.0;35.0;2.0;2.0;1.0;big data
612;2013;Geography;10.1080/15230406.2013.777137;Beyond the geotag: situating 'big data' and leveraging the potential of the geoweb;7.0;39.0;2.0;4.0;12.0;big data
613;2013;Social Sciences, Mathematical Methods;10.2478/jos-2013-0018;The 2012 Morris Hansen Lecture: Thank You Morris, et al., For Westat, et al.;1.0;13.0;1.0;1.0;2.0;big data
614;2013;Statistics & Probability;10.2478/jos-2013-0018;The 2012 Morris Hansen Lecture: Thank You Morris, et al., For Westat, et al.;1.0;13.0;1.0;1.0;2.0;big data
615;2014;Business;10.2753/JEC1086-4415180401;Engineering the Value Network of the Customer Interface and Marketing in the Data-Rich Retail Environment;2.0;86.0;1.0;2.0;1.0;big data
616;2014;Computer Science, Software Engineering;10.2753/JEC1086-4415180401;Engineering the Value Network of the Customer Interface and Marketing in the Data-Rich Retail Environment;2.0;86.0;1.0;2.0;1.0;big data
617;2014;Computer Science, Hardware & Architecture;10.1109/MC.2014.150;Orchestrating Hybrid Cloud Deployment: An Overview;2.0;0.0;1.0;1.0;0.0;big data
618;2014;Computer Science, Software Engineering;10.1109/MC.2014.150;Orchestrating Hybrid Cloud Deployment: An Overview;2.0;0.0;1.0;1.0;0.0;big data
619;2015;Genetics & Heredity;10.1002/humu.22726;ProKinO: A Unified Resource for Mining the Cancer Kinome;8.0;72.0;1.0;3.0;1.0;big data
620;2014;Computer Science, Information Systems;10.1109/TIT.2014.2317691;Universal Outlier Hypothesis Testing;3.0;23.0;1.0;1.0;0.0;big data
621;2014;Engineering, Electrical & Electronic;10.1109/TIT.2014.2317691;Universal Outlier Hypothesis Testing;3.0;23.0;1.0;1.0;0.0;big data
622;2014;Ecology;10.1111/2041-210X.12223;Large-scale analysis of frequency modulation in birdsong data bases;2.0;43.0;1.0;1.0;0.0;big data
623;2014;Engineering, Chemical;10.1002/aic.14523;Process Data Analytics in the Era of Big Data;1.0;51.0;1.0;1.0;0.0;big data
624;2014;Environmental Sciences;10.3390/ijerph110201725;Data Mashups: Potential Contribution to Decision Support on Climate Change and Health;12.0;57.0;1.0;5.0;1.0;big data
625;2015;Computer Science, Hardware & Architecture;10.1109/MC.2015.25;Second-Generation Big Data Systems;3.0;3.0;1.0;1.0;0.0;big data
626;2015;Computer Science, Software Engineering;10.1109/MC.2015.25;Second-Generation Big Data Systems;3.0;3.0;1.0;1.0;0.0;big data
627;2014;Biochemistry & Molecular Biology;10.1016/j.tim.2014.08.004;Behavioral insights on big data: using social media for predicting biomedical outcomes;1.0;9.0;1.0;1.0;0.0;big data
628;2014;Microbiology;10.1016/j.tim.2014.08.004;Behavioral insights on big data: using social media for predicting biomedical outcomes;1.0;9.0;1.0;1.0;0.0;big data
629;2014;Communication;;A Model of Crowd-Enabled Organization: Theory and Methods for Understanding the Role of Twitter in the Occupy Protests;4.0;49.0;1.0;1.0;0.0;big data
630;2015;Business;;Leveraging Trends in Online Searches for Product Features in Market Response Modeling;3.0;50.0;1.0;2.0;0.0;big data
631;2013;CULTURAL STUDIES;10.1177/0263276413486160;"The ""Social Life of Methods': A Critical Introduction";1.0;66.0;1.0;1.0;1.0;big data
632;2013;Education & Educational Research;10.1080/02680939.2013.820042;Testing regimes, accountabilities and education policy: commensurate global and national developments;3.0;70.0;2.0;2.0;4.0;big data
633;2014;Computer Science, Software Engineering;10.1002/cpe.3267;Calibrating building energy models using supercomputer trained machine learning agents;4.0;18.0;1.0;3.0;1.0;big data
634;2014;Computer Science, Theory & Methods;10.1002/cpe.3267;Calibrating building energy models using supercomputer trained machine learning agents;4.0;18.0;1.0;3.0;1.0;big data
635;2014;Chemistry, Analytical;10.3390/s141122001;Behavior Life Style Analysis for Mobile Sensory Data in Cloud Computing through MapReduce;10.0;21.0;2.0;2.0;1.0;big data
636;2014;Electrochemistry;10.3390/s141122001;Behavior Life Style Analysis for Mobile Sensory Data in Cloud Computing through MapReduce;10.0;21.0;2.0;2.0;1.0;big data
637;2014;Instruments & Instrumentation;10.3390/s141122001;Behavior Life Style Analysis for Mobile Sensory Data in Cloud Computing through MapReduce;10.0;21.0;2.0;2.0;1.0;big data
638;2014;Plant Sciences;10.1016/j.tplants.2013.10.006;Towards revealing the functions of all genes in plants;2.0;100.0;2.0;2.0;6.0;big data
639;2013;Computer Science, Information Systems;10.1145/2490823;Image Search-From Thousands to Billions in 20 Years;2.0;99.0;1.0;1.0;1.0;big data
640;2013;Computer Science, Software Engineering;10.1145/2490823;Image Search-From Thousands to Billions in 20 Years;2.0;99.0;1.0;1.0;1.0;big data
641;2013;Computer Science, Theory & Methods;10.1145/2490823;Image Search-From Thousands to Billions in 20 Years;2.0;99.0;1.0;1.0;1.0;big data
642;2014;Oncology;10.1111/ecc.12259;The evolution of cancer registration;2.0;8.0;1.0;1.0;1.0;big data
643;2014;Health Care Sciences & Services;10.1111/ecc.12259;The evolution of cancer registration;2.0;8.0;1.0;1.0;1.0;big data
644;2014;Nursing;10.1111/ecc.12259;The evolution of cancer registration;2.0;8.0;1.0;1.0;1.0;big data
645;2014;Rehabilitation;10.1111/ecc.12259;The evolution of cancer registration;2.0;8.0;1.0;1.0;1.0;big data
646;2014;Pharmacology & Pharmacy;10.1586/17512433.2014.905201;Big data: the next frontier for innovation in therapeutics and healthcare;3.0;19.0;1.0;1.0;3.0;big data
647;2012;Computer Science, Software Engineering;10.1145/2185520.2185597;What Makes Paris Look like Paris?;5.0;35.0;2.0;2.0;7.0;big data
648;2015;Computer Science, Hardware & Architecture;10.1007/s11390-015-1524-3;A New ETL Approach Based on Data Virtualization;4.0;26.0;1.0;2.0;0.0;big data
649;2015;Computer Science, Software Engineering;10.1007/s11390-015-1524-3;A New ETL Approach Based on Data Virtualization;4.0;26.0;1.0;2.0;0.0;big data
650;2014;Operations Research & Management Science;10.1002/asmb.2074;Modeling and analyzing semiconductor yield with generalized linear mixed models;2.0;36.0;1.0;2.0;0.0;big data
651;2014;Mathematics, Interdisciplinary Applications;10.1002/asmb.2074;Modeling and analyzing semiconductor yield with generalized linear mixed models;2.0;36.0;1.0;2.0;0.0;big data
652;2014;Statistics & Probability;10.1002/asmb.2074;Modeling and analyzing semiconductor yield with generalized linear mixed models;2.0;36.0;1.0;2.0;0.0;big data
653;2014;Pharmacology & Pharmacy;10.2217/pme.14.15;Translational Research 2.0: a framework for accelerating collaborative discovery;1.0;19.0;1.0;1.0;0.0;big data
654;2013;Computer Science, Information Systems;10.1007/s11704-013-3900-x;Computing infrastructure for big data processing;1.0;10.0;1.0;1.0;2.0;big data
655;2013;Computer Science, Software Engineering;10.1007/s11704-013-3900-x;Computing infrastructure for big data processing;1.0;10.0;1.0;1.0;2.0;big data
656;2013;Computer Science, Theory & Methods;10.1007/s11704-013-3900-x;Computing infrastructure for big data processing;1.0;10.0;1.0;1.0;2.0;big data
657;2014;Health Care Sciences & Services;10.2217/CER.14.44;Electronic health records: current and future use;2.0;65.0;1.0;1.0;0.0;big data
658;2013;Management;10.1111/jbl.12024;Click Here for a Data Scientist: Big Data, Predictive Analytics, and Theory Development in the Era of a Maker Movement Supply Chain;2.0;9.0;1.0;2.0;4.0;big data
659;2014;Communication;;Working Within a Black Box: Transparency in the Collection and Production of Big Twitter Data;2.0;15.0;1.0;2.0;0.0;big data
660;2013;Ecology;10.1002/ece3.858;Dynamic occupancy models for analyzing species' range dynamics across large geographic scales;3.0;44.0;2.0;3.0;1.0;big data
661;2013;Computer Science, Software Engineering;10.1002/cpe.3083;SaC-FRAPP: a scalable and cost-effective framework for privacy preservation over big data on cloud;6.0;44.0;2.0;3.0;2.0;big data
662;2013;Computer Science, Theory & Methods;10.1002/cpe.3083;SaC-FRAPP: a scalable and cost-effective framework for privacy preservation over big data on cloud;6.0;44.0;2.0;3.0;2.0;big data
663;2014;Communication;10.1080/1369118X.2014.892149;Twitter publics: how online political communities signaled electoral outcomes in the 2010 US house election;3.0;22.0;1.0;1.0;1.0;big data
664;2014;Sociology;10.1080/1369118X.2014.892149;Twitter publics: how online political communities signaled electoral outcomes in the 2010 US house election;3.0;22.0;1.0;1.0;1.0;big data
665;2014;Statistics & Probability;10.1080/02664763.2013.864263;Subsemble: an ensemble method for combining subset-specific algorithm fits;3.0;10.0;1.0;1.0;0.0;big data
666;2014;Communication;;Metaphors of Big Data;2.0;81.0;2.0;2.0;1.0;big data
667;2014;Management;10.1287/mnsc.2014.1899;Big Data Investment, Skills, and Firm Value;1.0;65.0;1.0;1.0;0.0;big data
668;2014;Operations Research & Management Science;10.1287/mnsc.2014.1899;Big Data Investment, Skills, and Firm Value;1.0;65.0;1.0;1.0;0.0;big data
669;2014;Political Science;10.1111/ropr.12078;Trade-Offs, Limitations, and Promises of Big Data in Social Science Research;2.0;8.0;1.0;2.0;0.0;big data
670;2014;Public Administration;10.1111/ropr.12078;Trade-Offs, Limitations, and Promises of Big Data in Social Science Research;2.0;8.0;1.0;2.0;0.0;big data
671;2013;Multidisciplinary Sciences;10.1073/pnas.1315043110;Long-term effect of September 11 on the political behavior of victims' families and neighbors;1.0;23.0;1.0;1.0;1.0;big data
672;2015;Allergy;10.1016/j.jaci.2014.10.015;Systems biology of asthma and allergic diseases: A multiscale approach;2.0;113.0;1.0;1.0;1.0;big data
673;2015;Immunology;10.1016/j.jaci.2014.10.015;Systems biology of asthma and allergic diseases: A multiscale approach;2.0;113.0;1.0;1.0;1.0;big data
674;2014;Business;;Privacy Challenges and Opportunities: The Role of the Federal Trade Commission;1.0;34.0;1.0;1.0;2.0;big data
675;2014;Biochemistry & Molecular Biology;10.1002/bies.201400169;Meeting report: The road to science-based policy - ESOF through the eyes of young scientists;2.0;6.0;1.0;1.0;0.0;big data
